portal,data_publicacao,titulo,url,crime_violento,arquivo_origem,data_coleta,categoria,tipo_principal,tipo_detalhado,gravidade,genero_vitima,idade_vitima,faixa_etaria
emtempo,2025-11-07,Dentista é preso por sedar pacientes e aplicar golpes durante atendimentos em Manaus,https://emtempo.com.br/433364/policia/dentista-e-preso-por-sedar-pacientes-e-aplicar-golpes-durante-atendimentos-em-manaus/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-06-28,Denúncia anônima leva polícia a apreender arsenal de facção,https://www.acritica.com/policia/denuncia-anonima-leva-policia-a-apreender-arsenal-de-facc-o-1.376907,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Crime Organizado,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,indefinido,NA,idade não informada
acritica,2025-10-30,Denúncia de execução policial e adulteração de cena de crime marca morte de jovem na Vila da Prata,https://www.acritica.com/policia/denuncia-de-execuc-o-policial-e-adulterac-o-de-cena-de-crime-marca-morte-de-jovem-na-vila-da-prata-1.387574,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
acritica,2025-10-31,DERFV apresenta 132 motos recuperadas da Operação Rota Interrompida,https://www.acritica.com/policia/derfv-apresenta-132-motos-recuperadas-da-operac-o-rota-interrompida-1.387645,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
d24am,2025-12-17,DESAPARECIDO: polícia busca paradeiro de homem em Manaus,https://d24am.com/policia/desaparecido-policia-busca-paradeiro-de-homem-em-manaus-24/,FALSE,noticias_raw_d24am_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,masculino,NA,idade não informada
d24am,2025-12-17,DESAPARECIDOS: polícia busca paradeiro de três pessoas em Manaus,https://d24am.com/policia/desaparecidos-policia-busca-paradeiro-de-tres-pessoas-em-manaus-5/,FALSE,noticias_raw_d24am_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
g1_amazonas,2025-12-20,Desembargador manda soltar motorista de picape suspeito de racha que deixou dois mortos em Manaus,https://g1.globo.com/am/amazonas/noticia/2025/12/20/desembargador-manda-soltar-motorista-de-picape-suspeito-de-racha-que-deixou-dois-mortos-em-manaus.ghtml,TRUE,noticias_raw_g1_amazonas_20250101_20251228.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
g1_amazonas,2025-12-28,Detento que participou de fuga em massa no AM é encontrado em residência; oito seguem foragidos,https://g1.globo.com/am/amazonas/noticia/2025/12/28/mais-um-detento-e-recapturados-apos-fuga-em-massa-de-presidio-no-amazonas-oito-seguem-foragidos.ghtml,FALSE,noticias_raw_g1_amazonas_20250101_20251228.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
g1_amazonas,2025-12-24,Detentos realizam fuga em massa de penitenciária no interior do Amazonas,https://g1.globo.com/am/amazonas/noticia/2025/12/24/detentos-realizam-fuga-em-massa-de-penitenciaria-no-interior-do-amazonas.ghtml,FALSE,noticias_raw_g1_amazonas_20250101_20251228.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
g1_amazonas,2025-12-25,Detran-AM registra 230 infrações durante o feriado de Natal,https://g1.globo.com/am/amazonas/noticia/2025/12/25/detran-am-registra-230-infracoes-durante-o-feriado-de-natal.ghtml,FALSE,noticias_raw_g1_amazonas_20250101_20251228.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
g1_amazonas,2025-12-16,Detran-AM suspende novos processos de CNH para adequação ao modelo nacional,https://g1.globo.com/am/amazonas/utilidade-publica/noticia/2025/12/16/detran-am-suspende-novos-processos-de-cnh-para-adequacao-ao-modelo-nacional.ghtml,FALSE,noticias_raw_g1_amazonas_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-12-02,Diário de aluna de 11 anos detalha abusos de professor de capoeira preso no AM,https://emtempo.com.br/438064/policia/diario-de-aluna-de-11-anos-detalha-abusos-de-professor-de-capoeira-preso-no-am/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,11,0-11 (criança)
acritica,2025-12-04,Dino vota pela condenação de cinco PMs do DF a 16 anos pelo 8/1,https://www.acritica.com/policia/dino-vota-pela-condenac-o-de-cinco-pms-do-df-a-16-anos-pelo-8-1-1.390577,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,16,12-17 (adolescente)
emtempo,2025-10-13,Diogo e Gilcilene desaparecem em Manaus; polícia busca paradeiro,https://emtempo.com.br/429681/policia/diogo-gilcilene-desaparecidos-manaus/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
d24am,2025-12-29,‘Disciplinadora’ punia quem vendia drogas sem autorização de facção no AM,https://d24am.com/policia/disciplinadora-punia-quem-vendia-drogas-sem-autorizacao-de-faccao-no-am/,TRUE,noticias_raw_d24am_20250101_20251229.csv,NA,Crime Organizado,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,indefinido,NA,idade não informada
emtempo,2025-11-18,Discussão por caixa de som termina com jovem morto a facadas; veja,https://emtempo.com.br/435422/policia/discussao-por-caixa-de-som-termina-com-jovem-morto-a-facadas-veja/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
g1_amazonas,2025-12-26,Discussão por volume de música termina em morte na Zona Norte de Manaus; suspeito está foragido,https://g1.globo.com/am/amazonas/noticia/2025/12/26/discussao-por-volume-de-musica-termina-em-morte-na-zona-norte-de-manaus-suspeito-esta-foragido.ghtml,TRUE,noticias_raw_g1_amazonas_20250101_20251228.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
acritica,2025-09-26,Dívida de R$ 20: dupla é condenada a mais de 20 anos de prisão por homicídio no Coroado em 2016,https://www.acritica.com/policia/divida-de-r-20-dupla-e-condenada-a-mais-de-20-anos-de-pris-o-por-homicidio-no-coroado-em-2016-1.384658,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,20,18-29 (jovem)
acritica,2025-08-19,Dois adolescentes de 17 anos são apreendidos após fazerem assaltos com arma de fogo,https://www.acritica.com/policia/dois-adolescentes-de-17-anos-s-o-apreendidos-apos-fazerem-assaltos-com-arma-de-fogo-1.381412,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Roubo Violento,Roubo/Assalto,Roubo/assalto com confronto,alta,indefinido,17,12-17 (adolescente)
acritica,2025-08-20,Dois adolescentes são mortos a tiros dentro de carro por aplicativo em Manaus,https://www.acritica.com/policia/dois-adolescentes-s-o-mortos-a-tiros-dentro-de-carro-por-aplicativo-em-manaus-1.381530,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
acritica,2025-08-31,Dois corpos são encontrados em canoa no rio em Manaquiri; circunstâncias ainda são apuradas,https://www.acritica.com/policia/dois-corpos-s-o-encontrados-em-canoa-no-rio-em-manaquiri-circunstancias-ainda-s-o-apuradas-1.382518,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
g1_amazonas,2025-12-29,Dois detentos fogem da delegacia de Parintins; é a segunda fuga registrada no AM em menos de uma semana,https://g1.globo.com/am/amazonas/noticia/2025/12/29/dois-detentos-fogem-da-delegacia-de-parintins-e-a-segunda-fuga-registrada-no-am-em-menos-de-uma-semana.ghtml,FALSE,noticias_raw_g1_amazonas_20250101_20251229.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-12-29,Dois detentos fogem de delegacia de Parintins usando ‘teresa’,https://emtempo.com.br/442182/policia/dois-detentos-fogem-de-delegacia-de-parintins-usando-teresa/,FALSE,noticias_raw_emtempo_20250101_20251229.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-12-17,Dois homens com cerca de 80 processos são presos por furto qualificado no AM,https://emtempo.com.br/440524/policia/dois-homens-com-cerca-de-80-processos-sao-presos-por-furto-qualificado-no-am/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-08-02,Dois homens foram presos por receptação de celulares furtados,https://www.acritica.com/policia/dois-homens-foram-presos-por-receptac-o-de-celulares-furtados-1.380105,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-11-30,"Dois homens morrem em capotamento na avenida Autaz Mirim, em Manaus",https://www.acritica.com/policia/dois-homens-morrem-em-capotamento-na-avenida-autaz-mirim-em-manaus-1.390192,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-11-27,"Dois homens são executados a tiros no ramal do Brasileirinho, em Manaus",https://emtempo.com.br/437028/policia/dois-homens-sao-executados-a-tiros-no-ramal-do-brasileirinho-em-manaus/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
emtempo,2025-10-05,Dois homens são presos e adolescente apreendido por ataques em Envira,https://emtempo.com.br/428304/policia/adultos-presos-adolescente-apreendido-incendio-homicidios-envira/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-06-10,"Dois homens são presos por agredirem as companheiras, em Manaus",https://www.acritica.com/policia/dois-homens-s-o-presos-por-agredirem-as-companheiras-em-manaus-1.374973,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Violência Doméstica,Agressão Doméstica,Violência doméstica com lesão corporal,alta,indefinido,NA,idade não informada
acritica,2025-06-02,Dois homens são presos por ameaçarem suas esposas; os dois crimes aconteceram na Compensa,https://www.acritica.com/policia/dois-homens-s-o-presos-por-ameacarem-suas-esposas-os-dois-crimes-aconteceram-na-compensa-1.374166,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,feminino,NA,idade não informada
emtempo,2025-11-15,Dois homens são presos por esquema de receptação de peças furtadas em Manaus,https://emtempo.com.br/435008/policia/prisao-receptacao-pecas-furtadas-manaus/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-11-05,Dois homens são presos por estupro e violência doméstica no AM,https://emtempo.com.br/433114/policia/dois-homens-presos-estupro-violencia-domestica-barreirinha-amazonas/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Violência Sexual,Estupro,Estupro consumado,extrema,indefinido,NA,idade não informada
acritica,2025-07-22,Dois jovens são presos suspeitos de drogar e estuprar adolescente de 15 anos em pensão de Manacapuru,https://www.acritica.com/policia/dois-jovens-s-o-presos-suspeitos-de-drogar-e-estuprar-adolescente-de-15-anos-em-pens-o-de-manacapuru-1.379126,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,15,12-17 (adolescente)
emtempo,2025-10-23,Dois membros de facção do Pará são presos em Manaus com documentos falsos,https://emtempo.com.br/431171/policia/dois-membros-de-faccao-do-para-sao-presos-em-manaus-com-documentos-falsos/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Crime Organizado,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,indefinido,NA,idade não informada
acritica,2025-08-24,‘Don Juan’ que aplicava golpes em idosas é preso em Manaus,https://www.acritica.com/policia/don-juan-que-aplicava-golpes-em-idosas-e-preso-em-manaus-1.381891,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,feminino,NA,idade não informada
acritica,2025-08-21,Dono de assistência técnica é preso com celular roubado no bairro Alvorada,https://www.acritica.com/policia/dono-de-assistencia-tecnica-e-preso-com-celular-roubado-no-bairro-alvorada-1.381630,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-12-22,Droga apreendida em micro-ônibus no AM está avaliada em mais de R$ 40 milhões,https://emtempo.com.br/441347/policia/droga-apreendida-em-micro-onibus-no-am-esta-avaliada-em-mais-de-r-40-milhoes/,FALSE,noticias_raw_emtempo_20250101_20251228.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-11-04,Droga avaliada em mais de R$ 100 mil é encontrada em saca de farinha no AM,https://emtempo.com.br/432974/policia/pc-am-apreende-drogas-saca-farinha-tefe/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-12-26,Droga é encontrada escondida em cômoda durante ação policial em Manaus,https://emtempo.com.br/441902/policia/droga-e-encontrada-escondida-em-comoda-durante-acao-policial-em-manaus/,FALSE,noticias_raw_emtempo_20250101_20251228.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-12-04,Drogas vindas de Tabatinga são apreendidas em embarcação em porto de Manaus,https://emtempo.com.br/438301/policia/drogas-vindas-de-tabatinga-sao-apreendidas-em-embarcacao-em-porto-de-manaus/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-09-23,Duas mulheres são mortas a tiros em Manaus em menos de quatro horas,https://www.acritica.com/policia/duas-mulheres-s-o-mortas-a-tiros-em-manaus-em-menos-de-quatro-horas-1.384349,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,feminino,NA,idade não informada
acritica,2025-08-24,Duas mulheres são presas com mais de 10 kg de maconha em Lábrea,https://www.acritica.com/policia/duas-mulheres-s-o-presas-com-mais-de-10-kg-de-maconha-em-labrea-1.381878,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,feminino,NA,idade não informada
acritica,2025-09-12,Duas mulheres são presas utilizando moto roubada para fazer assaltos na Cidade Nova,https://www.acritica.com/policia/duas-mulheres-s-o-presas-utilizando-moto-roubada-para-fazer-assaltos-na-cidade-nova-1.383535,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Roubo Violento,Roubo/Assalto,Roubo/assalto com confronto,alta,feminino,NA,idade não informada
acritica,2025-08-26,Dupla com mandados de prisão em aberto são capturados na zona Sul de Manaus,https://www.acritica.com/policia/dupla-com-mandados-de-pris-o-em-aberto-s-o-capturados-na-zona-sul-de-manaus-1.382107,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-05-27,Dupla de detentos morre após tentar pegar arma de policial civil em Nova Olinda do Norte,https://www.acritica.com/policia/dupla-de-detentos-morre-apos-tentar-pegar-arma-de-policial-civil-em-nova-olinda-do-norte-1.373575,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-10-22,Dupla de traficantes é presa e adolescente apreendido vendendo drogas no Iranduba,https://www.acritica.com/policia/dupla-de-traficantes-e-presa-e-adolescente-apreendido-vendendo-drogas-no-iranduba-1.386873,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-07-23,Dupla de traficantes é presa vendendo droga em flutuante em Manacapuru,https://www.acritica.com/policia/dupla-de-traficantes-e-presa-vendendo-droga-em-flutuante-em-manacapuru-1.379183,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-11-21,"Dupla é baleada durante atentado em Barreirinha, no Amazonas",https://emtempo.com.br/436110/policia/dupla-e-baleada-durante-atentado-em-barreirinha-no-amazonas/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-11-27,"Dupla é executada a tiros no ramal da UDV, na zona norte de Manaus",https://www.acritica.com/policia/dupla-e-executada-a-tiros-no-ramal-da-udv-na-zona-norte-de-manaus-1.389999,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-11-08,Dupla é presa ao fazer ‘delivery de drogas’ no Lírio do Vale,https://emtempo.com.br/433682/policia/dupla-e-presa-ao-fazer-delivery-de-drogas-no-lirio-do-vale/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-06-06,Dupla é presa ao ser flagrada com pasta base de cocaína e maconha em Maraã,https://www.acritica.com/policia/dupla-e-presa-ao-ser-flagrada-com-pasta-base-de-cocaina-e-maconha-em-mara-1.374627,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-12-26,Dupla é presa após estuprar menina indígena de 3 anos no AM,https://emtempo.com.br/441819/policia/dupla-e-presa-apos-estuprar-menina-indigena-de-3-anos-no-am/,FALSE,noticias_raw_emtempo_20250101_20251228.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,feminino,3,0-11 (criança)
emtempo,2025-11-05,Dupla é presa após executar homem a tiros em frente a tabacaria em Manaus,https://emtempo.com.br/433069/policia/dupla-e-presa-apos-executar-homem-a-tiros-em-frente-a-tabacaria-em-manaus/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,masculino,NA,idade não informada
emtempo,2025-12-01,Dupla é presa após matar homem a marretadas dentro de casa em Manaus,https://emtempo.com.br/437703/policia/dupla-e-presa-apos-matar-homem-a-marretadas-dentro-de-casa-em-manaus/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,masculino,NA,idade não informada
emtempo,2025-11-28,Dupla é presa após roubar celular e ameaçar homem no AM,https://emtempo.com.br/437291/policia/dupla-presa-roubo-celular-ameaca-novo-aripuana/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,masculino,NA,idade não informada
acritica,2025-05-30,Dupla é presa após sequestrar três mulheres na zona oeste de Manaus,https://www.acritica.com/policia/dupla-e-presa-apos-sequestrar-tres-mulheres-na-zona-oeste-de-manaus-1.373828,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,feminino,NA,idade não informada
acritica,2025-07-24,Dupla é presa após uma série de assaltos pelas ruas do Grande Vitória,https://www.acritica.com/policia/dupla-e-presa-apos-uma-serie-de-assaltos-pelas-ruas-do-grande-vitoria-1.379286,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Roubo Violento,Roubo/Assalto,Roubo/assalto com confronto,alta,indefinido,NA,idade não informada
emtempo,2025-10-10,Dupla é presa com 33 kg de drogas no aeroporto de Manaus,https://emtempo.com.br/429448/policia/dupla-e-presa-com-33-kg-de-drogas-no-aeroporto-de-manaus/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-06-11,Dupla é presa com arma e moto roubada no bairro Zumbi dos Palmares,https://www.acritica.com/policia/dupla-e-presa-com-arma-e-moto-roubada-no-bairro-zumbi-dos-palmares-1.375079,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-07-31,Dupla é presa com armas no Jorge Teixeira,https://www.acritica.com/policia/dupla-e-presa-com-armas-no-jorge-teixeira-1.379881,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-09-20,Dupla é presa com faca e simulacro de arma dentro de ônibus na zona Leste de Manaus,https://www.acritica.com/policia/dupla-e-presa-com-faca-e-simulacro-de-arma-dentro-de-onibus-na-zona-leste-de-manaus-1.384153,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Lesão Corporal Grave,Esfaqueamento,Lesão com instrumento cortante,alta,indefinido,NA,idade não informada
emtempo,2025-11-25,"Dupla é presa com maconha, drogas sintéticas e líquida em condomínio de Manaus",https://emtempo.com.br/436644/policia/prisao-trafico-drogas-taruma-manaus/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-11-27,Dupla é presa com mais de 700 porções de droga na Zona Norte de Manaus,https://www.acritica.com/policia/dupla-e-presa-com-mais-de-700-porc-es-de-droga-na-zona-norte-de-manaus-1.390013,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-08-13,Dupla é presa e adolescente apreendido após cometerem série de assaltos na zona oeste de Manaus,https://www.acritica.com/policia/dupla-e-presa-e-adolescente-apreendido-apos-cometerem-serie-de-assaltos-na-zona-oeste-de-manaus-1.380990,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Roubo Violento,Roubo/Assalto,Roubo/assalto com confronto,alta,indefinido,NA,idade não informada
emtempo,2025-10-22,Dupla é presa e adolescente apreendido por estupro coletivo de jovem em Manaus,https://emtempo.com.br/430988/policia/dupla-e-presa-e-adolescente-apreendido-por-estupro-coletivo-de-jovem-em-manaus/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Violência Sexual,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,indefinido,NA,idade não informada
acritica,2025-11-12,Dupla é presa em flagrante depois de assaltarem passageiros da linha 641,https://www.acritica.com/policia/dupla-e-presa-em-flagrante-depois-de-assaltarem-passageiros-da-linha-641-1.388709,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-07-04,Dupla é presa em flagrante desmontando moto roubada na zona leste,https://www.acritica.com/policia/dupla-e-presa-em-flagrante-desmontando-moto-roubada-na-zona-leste-1.377562,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-11-11,Dupla é presa em Itacoatiara por roubo a panificadora em Itapiranga,https://emtempo.com.br/434300/policia/dupla-e-presa-em-itacoatiara-por-roubo-a-panificadora-em-itapiranga/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Roubo Violento,Roubo/Assalto,Roubo/assalto com confronto,alta,indefinido,NA,idade não informada
acritica,2025-09-07,Dupla é presa em laboratório clandestino de bebidas e picolés falsificados em Manaus,https://www.acritica.com/policia/dupla-e-presa-em-laboratorio-clandestino-de-bebidas-e-picoles-falsificados-em-manaus-1.383089,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-08-14,Dupla é presa na zona leste; um deles tinha mandado de prisão por homicídio,https://www.acritica.com/policia/dupla-e-presa-na-zona-leste-um-deles-tinha-mandado-de-pris-o-por-homicidio-1.381073,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
acritica,2025-10-03,Dupla é presa pela Rocam após arrastão em bairros da zona Centro-Sul de Manaus,https://www.acritica.com/policia/dupla-e-presa-pela-rocam-apos-arrast-o-em-bairros-da-zona-centro-sul-de-manaus-1.385263,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Roubo Violento,Roubo/Assalto,Roubo/assalto com confronto,alta,indefinido,NA,idade não informada
acritica,2025-05-30,Dupla é presa por despejar entulho em área de preservação ambiental no bairro Ponta Negra,https://www.acritica.com/policia/dupla-e-presa-por-despejar-entulho-em-area-de-preservac-o-ambiental-no-bairro-ponta-negra-1.373935,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-08-01,Dupla é presa por esquema de desbloqueio e revenda de celulares roubados em Manaus,https://www.acritica.com/policia/dupla-e-presa-por-esquema-de-desbloqueio-e-revenda-de-celulares-roubados-em-manaus-1.380015,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-12-26,Dupla é presa por estupro coletivo cometido contra criança indígena em Beruri,https://www.acritica.com/policia/dupla-e-presa-por-estupro-coletivo-cometido-contra-crianca-indigena-em-beruri-1.392195,TRUE,noticias_raw_acritica_20250101_20251228.csv,NA,Violência Sexual,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,indefinido,NA,idade não informada
emtempo,2025-10-10,Dupla é presa por fazer arrastões em rotas do Distrito Industrial,https://emtempo.com.br/429362/policia/dupla-e-presa-por-fazer-arrastoes-em-rotas-do-distrito-industrial/,FALSE,noticias_raw_emtempo_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
acritica,2025-09-04,Dupla é presa por forjar sequestro e tentar extorquir família,https://www.acritica.com/policia/dupla-e-presa-por-forjar-sequestro-e-tentar-extorquir-familia-1.382841,TRUE,noticias_raw_acritica_20250101_20251217.csv,NA,Privação de Liberdade,Sequestro/Cárcere Privado,Privação de liberdade com restrição,muito alta,indefinido,NA,idade não informada
acritica,2025-08-27,Dupla é presa por maus-tratos contra animais em Manaus,https://www.acritica.com/policia/dupla-e-presa-por-maus-tratos-contra-animais-em-manaus-1.382190,FALSE,noticias_raw_acritica_20250101_20251217.csv,NA,Outros,Não classificado com precisão,Requer análise manual,indefinida,indefinido,NA,idade não informada
emtempo,2025-10-21,Dupla é presa por tentativa de homicídio e descumprimento de medida em Tapauá,https://emtempo.com.br/430716/policia/operacao-securitas-prisoes-tapaua/,TRUE,noticias_raw_emtempo_20250101_20251217.csv,NA,Crime Letal Violento,Homicídio,Homicídio consumado,extrema,indefinido,NA,idade não informada
