titulo,tipo_principal,tipo_detalhado,gravidade,validado,tipo_corrigido,observacoes
Polícia prende homem que receptou itens furtados em Manaus; prejuízo à vítima foi de R$ 100 mil,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Madrasta é presa por ‘vender’ enteadas adolescentes para a prostituição,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia divulga imagens de suspeitos de envolvimento em furtos de veículos em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Mulher é presa e retirada do avião por transportar 22 kg de maconha na bagagem,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Fonte Boa, Polícia prende homem por homicídio cometido em 2014",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Casal acaba preso suspeito de envolvimento na morte de jovem de 20 anos, na zona Leste de Manaus",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia Militar realiza ação e prende sete criminosos fugitivos da Justiça em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
'Marcinho' é preso pelo assassinato de frentista executado em outubro de 2022,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Assaltante reage à prisão, tenta pegar arma de policial e é morto com três tiros",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Acusado de chacina no bairro Santa Etelvina é condenado a mais de 64 anos de prisão,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após matar companheira, homem também é acusado de abusar e engravidar a enteada de 13 anos no AM",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Jovem de 19 anos é perseguido e assassinado com oito tiros no Coroado,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Supremo prorroga inquérito por importunação sexual contra ex-ministro,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Manacapuru, adolescente de 15 anos invade casa e estupra vizinha na frente do filho",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Uarini, PC-AM prende homem condenado a 12 anos de prisão por homicídio cometido em 2013",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Crimes contra idosos: Amazonas registra mais de 4,5 mil denúncias em 2024",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PRF prende homem transportando ouro ilegal na BR-174, em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Cadela policial localiza drogas avaliadas em mais de R$ 1,6 milhão em barco no Rio Solimões",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Suspeito de cometer série de assaltos a ônibus em Manaus é procurado pela polícia,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Mulher é atacada com serrote e agressor acaba preso em Beruri,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por tentativa de homicídio em bar de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Criança levada à força de Juruá pelo pai é resgatada pela polícia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia encontra na mata estudante de medicina que estava desaparecido,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dois corpos são encontrados em menos de 24h em locais diferentes de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Roubo de veículos no Amazonas tem queda de mais de 90% em 13 anos,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Dupla é presa suspeita de matar adolescente em Eirunepé,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"‘Estamos caçando esses vagabundos’, diz delegado sobre assaltantes que esfaquearam mulher em ônibus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Indígena é preso por incendiar casa de vizinho na zona rural de Humaitá,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após postar fotos com fuzil nas redes sociais, membro de facção criminosa é preso em Manaus",Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Polícia divulga imagem de mulher amazonense que desapareceu em Minas Gerais,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Uarini, homem é preso por agredir fisicamente e ameaçar a namorada do pai",Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Homem é preso suspeito de envolvimento em ataque à viatura da Polícia Civil,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende pai e filho por posse ilegal de armas em Apuí,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Quatro pessoas são presas suspeitas de participarem de roubos de celulares em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Suspeito de matar palestino no Vieralves é preso; polícia procura por comparsa,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Investigadora da polícia persegue e captura suspeito de roubo em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia Civil de SP identifica mandante da morte de delator do PCC,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Com cinco passagens pela cadeia, assaltante com atuação na zona norte de Manaus é preso mais uma vez",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Policia prende homem que assassinou palestino em frente à casa de festa no conjunto Vieiralves,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia procura jovem de 27 anos que desapareceu na Zona Centro-Sul de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Assaltante que já invadiu mais de 30 casas em Manaus é preso no bairro Alvorada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende dupla por furtos de capacetes em porto privativo de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia divulga imagens de homem procurado por tentativa de homicídio em Uarini,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em Tabatinga, dupla é condenada a mais de 24 anos de prisão por latrocínio ocorrido em 2023",Latrocínio,Roubo seguido de morte,extrema,NA,Latrocínio,NA
Cadela farejadora ajuda na apreensão de droga avaliada em R$ 300 mil em Coari,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Irmãs são presas com pelo menos 15 kg de maconha em Coari,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Ex-presidiária é presa com drogas em frente de escola no Distrito Industrial,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Presos por foguetório em Manaus confessam que receberam dinheiro para soltar os fogos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Foguetório criminoso: mais de 50 pessoas já foram presas em Manaus e no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende envolvidos em foguetório organizado por facção criminosa em Manaus,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Execução: homem é assassinado com 12 tiros na Compensa 2,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Foguetório organizado por facção criminosa é registrado em vários bairros de Manaus,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
"Jovem é presa após agredir o próprio filho, de apenas 5 anos, em Humaitá",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Flanelinha procurado por roubo é preso na Arena da Amazônia,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Homem condenado por homicídio é preso pela PRF na BR-319,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia divulga imagens de três homens suspeitos de roubo a ônibus em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Tortura: homem é preso por dar choques e colocar veneno de rato na vitaminada dos próprios filhos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Federal destrói minas subterrâneas de garimpo ilegal no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Delegado alerta para os perigos do golpe do falso carregador,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla de suspeitos é presa com drogas avaliadas em mais de R$ 500 mil no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia apreende drogas e armamento na ‘Boca da Onça’, no centro de Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Adolescente de 16 anos é apreendido com revólver e nove celulares furtados,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Suspeito que atirou contra policiais civis morre em confronto no Jorge Teixeira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia desarticula boca de fumo e prende três pessoas no Japiim,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Mulher trans morre atropelada por dois carros na Ponta Negra; motoristas fugiram,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia de Anori prende homem suspeito de tortura e homicídio durante operação conjunta,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Traficantes fogem e deixam arma, drogas e balanças para trás na zona Leste de Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Foragido por deserção do Exército é preso durante abordagem na zona Leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Barcelos, Polícia apreende mil munições e armas de fogo que seriam usados em ataque criminoso",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem que praticou zoofilia com cachorro em Autazes,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Presidiária morre em hospital de Manaus após ser espacanda em centro de detenção,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Policiais são feridos a tiros em operação e suspeitos fogem após roubo de caminhão,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Bandidos fazem buraco na parede e tentam roubar agência bancária em Manicoré,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
