data_publicacao,portal,titulo,url,categoria_atual,tipo_principal_atual,gravidade_atual,tipo_sugerido_ml,prob_tipo_ml,tipo_corrigido,categoria_corrigida,gravidade_corrigida,validado,observacoes
2025-08-29,acritica,Criança de três anos morre afogada durante naufragio de canoa em comunidade de Iranduba,https://www.acritica.com/policia/crianca-de-tres-anos-morre-afogada-durante-naufragio-de-canoa-em-comunidade-de-iranduba-1.382357,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-29,acritica,Polícia Civil prende homem por furto de motocicleta na zona leste de Manaus,https://www.acritica.com/policia/policia-civil-prende-homem-por-furto-de-motocicleta-na-zona-leste-de-manaus-1.382351,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-29,acritica,Defensora pública aponta à CPMI fraudes no INSS desde 2019,https://www.acritica.com/policia/defensora-publica-aponta-a-cpmi-fraudes-no-inss-desde-2019-1.382324,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-29,acritica,PF destrói 8 mil pés de maconha em Nova Olinda do Norte e Maués,https://www.acritica.com/policia/pf-destroi-8-mil-pes-de-maconha-em-nova-olinda-do-norte-e-maues-1.382317,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-28,acritica,Homem é procurado pela polícia por tentativa de feminicídio contra jovem em Presidente Figueiredo,https://www.acritica.com/policia/homem-e-procurado-pela-policia-por-tentativa-de-feminicidio-contra-jovem-em-presidente-figueiredo-1.382280,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-28,acritica,Exame confirma tortura e asfixia em menina de 5 anos; mãe e madrasta foram presas,https://www.acritica.com/policia/exame-confirma-tortura-e-asfixia-em-menina-de-5-anos-m-e-e-madrasta-foram-presas-1.382265,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-28,acritica,"Em Jutaí, polícia prende homem que agrediu o pai idoso com socos",https://www.acritica.com/policia/em-jutai-policia-prende-homem-que-agrediu-o-pai-idoso-com-socos-1.382259,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-28,acritica,IML procura familiares de homem vítima de lesão corporal que morreu em Manaus,https://www.acritica.com/policia/iml-procura-familiares-de-homem-vitima-de-les-o-corporal-que-morreu-em-manaus-1.382255,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-28,acritica,PF mira organização criminosa que explora garimpo ilegal no Amazonas,https://www.acritica.com/policia/pf-mira-organizac-o-criminosa-que-explora-garimpo-ilegal-no-amazonas-1.382234,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-27,acritica,Dupla é presa por maus-tratos contra animais em Manaus,https://www.acritica.com/policia/dupla-e-presa-por-maus-tratos-contra-animais-em-manaus-1.382190,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-27,acritica,Filho de ex-vereador de Iranduba morre em atentado; político está em estado grave,https://www.acritica.com/policia/filho-de-ex-vereador-de-iranduba-morre-em-atentado-politico-esta-em-estado-grave-1.382184,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-27,acritica,PRF prende homem que transportava 178 frascos de perfumes de luxo sem documentação,https://www.acritica.com/policia/prf-prende-homem-que-transportava-178-frascos-de-perfumes-de-luxo-sem-documentac-o-1.382161,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-27,acritica,"Homem é baleado, agredido e abandonado pelo comparsa após assaltar mercadinho em Manaus",https://www.acritica.com/policia/homem-e-baleado-agredido-e-abandonado-pelo-comparsa-apos-assaltar-mercadinho-em-manaus-1.382159,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-27,acritica,Operação Tupinambarana Liberta: PF indicia cinco agentes por corrupção eleitoral em Parintins,https://www.acritica.com/policia/operac-o-tupinambarana-liberta-pf-indicia-cinco-agentes-por-corrupc-o-eleitoral-em-parintins-1.382126,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Homem é preso em por receptação de dez compressores de condicionadores de ar,https://www.acritica.com/policia/homem-e-preso-em-por-receptac-o-de-dez-compressores-de-condicionadores-de-ar-1.382123,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Homem é procurado pela polícia por descumprimento de medida protetiva contra ex-companheira e sogra,https://www.acritica.com/policia/homem-e-procurado-pela-policia-por-descumprimento-de-medida-protetiva-contra-ex-companheira-e-sogra-1.382119,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Dupla com mandados de prisão em aberto são capturados na zona Sul de Manaus,https://www.acritica.com/policia/dupla-com-mandados-de-pris-o-em-aberto-s-o-capturados-na-zona-sul-de-manaus-1.382107,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Traficante é preso na hora que tentava esconder drogas no Centro de Manaus,https://www.acritica.com/policia/traficante-e-preso-na-hora-que-tentava-esconder-drogas-no-centro-de-manaus-1.382085,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Polícia encontra destroços de helicóptero às margens de um lago em Juruá; havia droga no local,https://www.acritica.com/policia/policia-encontra-destrocos-de-helicoptero-as-margens-de-um-lago-em-jurua-havia-droga-no-local-1.382079,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Polícia apreende 300 kg de maconha e desarticula rinha com 70 galos na Cidade de Deus,https://www.acritica.com/policia/policia-apreende-300-kg-de-maconha-e-desarticula-rinha-com-70-galos-na-cidade-de-deus-1.382068,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Passageiro tenta embarcar com mais de 15 kg de maconha para SP e é preso no aeroporto de Manaus,https://www.acritica.com/policia/passageiro-tenta-embarcar-com-mais-de-15-kg-de-maconha-para-sp-e-e-preso-no-aeroporto-de-manaus-1.382065,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-26,acritica,Traficante é preso transportando quase 600 kg de maconha em uma picape,https://www.acritica.com/policia/traficante-e-preso-transportando-quase-600-kg-de-maconha-em-uma-picape-1.382059,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-25,acritica,"Mulher é presa em flagrante após esfaquear o companheiro, em Manaquiri",https://www.acritica.com/policia/mulher-e-presa-em-flagrante-apos-esfaquear-o-companheiro-em-manaquiri-1.382017,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-25,acritica,Casal é preso ao tentar roubar benefício de idosa na saída de banco em Manaus,https://www.acritica.com/policia/casal-e-preso-ao-tentar-roubar-beneficio-de-idosa-na-saida-de-banco-em-manaus-1.381986,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-25,acritica,Traficante é preso com duas pistolas e drogas em Codajás,https://www.acritica.com/policia/traficante-e-preso-com-duas-pistolas-e-drogas-em-codajas-1.381971,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-24,acritica,‘Don Juan’ que aplicava golpes em idosas é preso em Manaus,https://www.acritica.com/policia/don-juan-que-aplicava-golpes-em-idosas-e-preso-em-manaus-1.381891,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-24,acritica,Traficante foge pelo rio Negro e deixa para trás cigarros de maconha na Manaus Moderna,https://www.acritica.com/policia/traficante-foge-pelo-rio-negro-e-deixa-para-tras-cigarros-de-maconha-na-manaus-moderna-1.381883,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-24,acritica,Duas mulheres são presas com mais de 10 kg de maconha em Lábrea,https://www.acritica.com/policia/duas-mulheres-s-o-presas-com-mais-de-10-kg-de-maconha-em-labrea-1.381878,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-24,acritica,Traficante conhecido como “macaco” é preso em flagrante na zona Leste,https://www.acritica.com/policia/traficante-conhecido-como-macaco-e-preso-em-flagrante-na-zona-leste-1.381870,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-23,acritica,"Em Juruá, PC-AM prende homem em flagrante por lesão corporal e ameaça contra a companheira",https://www.acritica.com/policia/em-jurua-pc-am-prende-homem-em-flagrante-por-les-o-corporal-e-ameaca-contra-a-companheira-1.381807,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-23,acritica,"Em Lábrea, duas mulheres são presas com mais de 10 kg de maconha enrolados em edredons",https://www.acritica.com/policia/em-labrea-duas-mulheres-s-o-presas-com-mais-de-10-kg-de-maconha-enrolados-em-edredons-1.381800,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-23,acritica,Mãe e filha são presas em embarcação com mais de 5 kg de drogas escondidos nos corpos,https://www.acritica.com/policia/m-e-e-filha-s-o-presas-em-embarcac-o-com-mais-de-5-kg-de-drogas-escondidos-nos-corpos-1.381779,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-23,acritica,Policiais são hostilizados ao prender foragido e viatura tem pneus furados na zona Leste,https://www.acritica.com/policia/policiais-s-o-hostilizados-ao-prender-foragido-e-viatura-tem-pneus-furados-na-zona-leste-1.381775,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-22,acritica,Homem é preso após tentar furtar gasolina de motocicleta e incendiar veículo em Canutama,https://www.acritica.com/policia/homem-e-preso-apos-tentar-furtar-gasolina-de-motocicleta-e-incendiar-veiculo-em-canutama-1.381749,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-22,acritica,PC-AM divulga imagem de homem procurado por furtos praticados no bairro Flores e adjacências,https://www.acritica.com/policia/pc-am-divulga-imagem-de-homem-procurado-por-furtos-praticados-no-bairro-flores-e-adjacencias-1.381733,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-22,acritica,"Em um único dia, três estupradores de crianças e adolescentes foram presos em Manaus",https://www.acritica.com/policia/em-um-unico-dia-tres-estupradores-de-criancas-e-adolescentes-foram-presos-em-manaus-1.381710,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-21,acritica,PC-AM divulga imagem de homem investigado por furto e estelionato contra idosas,https://www.acritica.com/policia/pc-am-divulga-imagem-de-homem-investigado-por-furto-e-estelionato-contra-idosas-1.381682,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-21,acritica,"Polícia procura ""Don Juan da zona Leste"" suspeito de aplicar golpes em idosas",https://www.acritica.com/policia/policia-procura-don-juan-da-zona-leste-suspeito-de-aplicar-golpes-em-idosas-1.381647,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-21,acritica,Homem é preso após incendiar casa da irmã grávida na zona Leste de Manaus,https://www.acritica.com/policia/homem-e-preso-apos-incendiar-casa-da-irm-gravida-na-zona-leste-de-manaus-1.381635,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-21,acritica,Dono de assistência técnica é preso com celular roubado no bairro Alvorada,https://www.acritica.com/policia/dono-de-assistencia-tecnica-e-preso-com-celular-roubado-no-bairro-alvorada-1.381630,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-21,acritica,Homem é preso por atear fogo na casa da irmã grávida no bairro Zumbi dos Palmares,https://www.acritica.com/policia/homem-e-preso-por-atear-fogo-na-casa-da-irm-gravida-no-bairro-zumbi-dos-palmares-1.381615,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-21,acritica,Passageira de ônibus é presa com mais de 6 kg de maconha em mala na BR-319,https://www.acritica.com/policia/passageira-de-onibus-e-presa-com-mais-de-6-kg-de-maconha-em-mala-na-br-319-1.381608,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-20,acritica,"PC-AM prende homem por ameaça e lesão corporal contra a ex-companheira, no bairro Tarumã",https://www.acritica.com/policia/pc-am-prende-homem-por-ameaca-e-les-o-corporal-contra-a-ex-companheira-no-bairro-tarum-1.381588,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-20,acritica,PC-AM divulga imagem de homem que furtou dois celulares de clínica na zona leste de Manaus,https://www.acritica.com/policia/pc-am-divulga-imagem-de-homem-que-furtou-dois-celulares-de-clinica-na-zona-leste-de-manaus-1.381585,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-20,acritica,Homem é preso por descumprimento de medida protetiva contra ex-companheira no Educandos,https://www.acritica.com/policia/homem-e-preso-por-descumprimento-de-medida-protetiva-contra-ex-companheira-no-educandos-1.381567,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-20,acritica,PC-AM e PMAM prendem homem por crimes de violência doméstica em Amaturá,https://www.acritica.com/policia/pc-am-e-pmam-prendem-homem-por-crimes-de-violencia-domestica-em-amatura-1.381561,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-20,acritica,Investigação que levou ao afastamento de professor em Careiro é apresentada,https://www.acritica.com/policia/investigac-o-que-levou-ao-afastamento-de-professor-em-careiro-e-apresentada-1.381545,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-19,acritica,Corpo de homem desaparecido há 16 dias é encontrado no Puraquequara,https://www.acritica.com/policia/corpo-de-homem-desaparecido-ha-16-dias-e-encontrado-no-puraquequara-1.381475,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-19,acritica,Homem é preso em flagrante com drogas no Jorge Teixeira,https://www.acritica.com/policia/homem-e-preso-em-flagrante-com-drogas-no-jorge-teixeira-1.381441,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,"PC procura por suspeito de lesão corporal, perseguição, ameaça e descumprimento de medida protetiva",https://www.acritica.com/policia/pc-procura-por-suspeito-de-les-o-corporal-perseguic-o-ameaca-e-descumprimento-de-medida-protetiva-1.381373,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,Polícia divulga imagem de homem que esfaqueou cadela grávida no bairro Santa Etelvina,https://www.acritica.com/policia/policia-divulga-imagem-de-homem-que-esfaqueou-cadela-gravida-no-bairro-santa-etelvina-1.381371,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,Cabo da PM suspeito de atirar em cantor Dubarranco é preso em Manaus,https://www.acritica.com/policia/cabo-da-pm-suspeito-de-atirar-em-cantor-dubarranco-e-preso-em-manaus-1.381352,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,Polícia desarticula pista clandestina e prende suspeito por crimes ambientais no interior do AM,https://www.acritica.com/policia/policia-desarticula-pista-clandestina-e-prende-suspeito-por-crimes-ambientais-no-interior-do-am-1.381344,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,Traficantes de 19 anos é preso em flagrante vendendo drogas na zona leste de Manaus,https://www.acritica.com/policia/traficantes-de-19-anos-e-preso-em-flagrante-vendendo-drogas-na-zona-leste-de-manaus-1.381342,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,Preso no interior do AM homem que estuprava netas da companheira,https://www.acritica.com/policia/preso-no-interior-do-am-homem-que-estuprava-netas-da-companheira-1.381332,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,PM apreende 100 tabletes de droga em balneário no Tarumã-Açu,https://www.acritica.com/policia/pm-apreende-100-tabletes-de-droga-em-balneario-no-tarum-acu-1.381328,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-18,acritica,Polícia Civil divulga imagem de jovem desaparecido na zona leste de Manaus,https://www.acritica.com/policia/policia-civil-divulga-imagem-de-jovem-desaparecido-na-zona-leste-de-manaus-1.381326,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-16,acritica,Rocam apreende mais de 240 armas e recaptura 178 foragidos no 1º semestre de 2025,https://www.acritica.com/policia/rocam-apreende-mais-de-240-armas-e-recaptura-178-foragidos-no-1-semestre-de-2025-1.381234,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,Polícia prende dupla envolvida em golpe de falsa venda de armas de fogo,https://www.acritica.com/policia/policia-prende-dupla-envolvida-em-golpe-de-falsa-venda-de-armas-de-fogo-1.381208,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,PC-AM prende homem por tentativa de feminicídio contra a ex-companheira,https://www.acritica.com/policia/pc-am-prende-homem-por-tentativa-de-feminicidio-contra-a-ex-companheira-1.381204,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,Polícia Civil prende homem que usava aplicativo de relacionamento para furtar bens de vítimas,https://www.acritica.com/policia/policia-civil-prende-homem-que-usava-aplicativo-de-relacionamento-para-furtar-bens-de-vitimas-1.381202,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,Pais protestam e pedem exoneração de gestora de escola após caso de suposto aliciamento de aluna,https://www.acritica.com/policia/pais-protestam-e-pedem-exonerac-o-de-gestora-de-escola-apos-caso-de-suposto-aliciamento-de-aluna-1.381174,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,"Homem é preso por descumprir medida protetiva, injuriar e ameaçar a ex-companheira",https://www.acritica.com/policia/homem-e-preso-por-descumprir-medida-protetiva-injuriar-e-ameacar-a-ex-companheira-1.381157,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,Traficante é preso com droga avaliada em mais de R$ 1 milhão na zona norte de Manaus,https://www.acritica.com/policia/traficante-e-preso-com-droga-avaliada-em-mais-de-r-1-milh-o-na-zona-norte-de-manaus-1.381141,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,"Polícia divulga imagem de homem procurado por lesão corporal, perseguição, ameaça outros crimes",https://www.acritica.com/policia/policia-divulga-imagem-de-homem-procurado-por-les-o-corporal-perseguic-o-ameaca-outros-crimes-1.381137,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-15,acritica,Polícia desmonta ponto de venda de drogas e prende mulher de traficante na zona norte de Manaus,https://www.acritica.com/policia/policia-desmonta-ponto-de-venda-de-drogas-e-prende-mulher-de-traficante-na-zona-norte-de-manaus-1.381135,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-14,acritica,Comunidade de Fátima em Manaus é alvo de operação após queima de fogos,https://www.acritica.com/policia/comunidade-de-fatima-em-manaus-e-alvo-de-operac-o-apos-queima-de-fogos-1.381113,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-14,acritica,Esposa de suposto traficante é presa com drogas e dinheiro no bairro Novo Israel,https://www.acritica.com/policia/esposa-de-suposto-traficante-e-presa-com-drogas-e-dinheiro-no-bairro-novo-israel-1.381096,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-14,acritica,Jovem é preso suspeito de lesão corporal e violência doméstica na zona Norte de Manaus,https://www.acritica.com/policia/jovem-e-preso-suspeito-de-les-o-corporal-e-violencia-domestica-na-zona-norte-de-manaus-1.381088,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-14,acritica,"Trio de traficantes foge para bar na zona norte de Manaus, mas é preso por policias da ROCAM",https://www.acritica.com/policia/trio-de-traficantes-foge-para-bar-na-zona-norte-de-manaus-mas-e-preso-por-policias-da-rocam-1.381066,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-14,acritica,"Polícia apreende 120 kg de maconha, avaliados em R$ 2,2 milhões, em barco no Iranduba",https://www.acritica.com/policia/policia-apreende-120-kg-de-maconha-avaliados-em-r-2-2-milh-es-em-barco-no-iranduba-1.381050,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-12,acritica,"Em Parintins, Polícia Civil prende dois homens por crimes contra mulheres",https://www.acritica.com/policia/em-parintins-policia-civil-prende-dois-homens-por-crimes-contra-mulheres-1.380936,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-12,acritica,Polícia Civil prende falso advogado por aplicar golpe avaliado em mais de R$ 122 mil em idoso,https://www.acritica.com/policia/policia-civil-prende-falso-advogado-por-aplicar-golpe-avaliado-em-mais-de-r-122-mil-em-idoso-1.380934,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-12,acritica,Traficante é preso em flagrante no Mauazinho,https://www.acritica.com/policia/traficante-e-preso-em-flagrante-no-mauazinho-1.380888,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-12,acritica,"Após perseguição, polícia prende traficante que abastecia com drogas pontos da zona centro-sul",https://www.acritica.com/policia/apos-perseguic-o-policia-prende-traficante-que-abastecia-com-drogas-pontos-da-zona-centro-sul-1.380871,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-11,acritica,'Arcanjo Gabriel' é preso na zona Leste de Manaus por integrar quadrilha que roubava joias,https://www.acritica.com/policia/arcanjo-gabriel-e-preso-na-zona-leste-de-manaus-por-integrar-quadrilha-que-roubava-joias-1.380829,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-11,acritica,Homem que esfaqueou o próprio primo e um cachorro é preso na zona leste de Manaus,https://www.acritica.com/policia/homem-que-esfaqueou-o-proprio-primo-e-um-cachorro-e-preso-na-zona-leste-de-manaus-1.380802,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-11,acritica,"Polícia prende homem com 700 kg de cocaína em Manaus, avaliados em mais de R$ 40 milhões",https://www.acritica.com/policia/policia-prende-homem-com-700-kg-de-cocaina-em-manaus-avaliados-em-mais-de-r-40-milh-es-1.380787,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-11,acritica,Homem é preso no interior do AM por agressão contra os próprios pais idosos,https://www.acritica.com/policia/homem-e-preso-no-interior-do-am-por-agress-o-contra-os-proprios-pais-idosos-1.380777,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-10,acritica,Escalada de linchamentos expõe falhas na segurança no interior,https://www.acritica.com/policia/escalada-de-linchamentos-exp-e-falhas-na-seguranca-no-interior-1.380723,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-10,acritica,"Cantor ""Dubarranco"" e filha são baleados após show",https://www.acritica.com/policia/cantor-dubarranco-e-filha-s-o-baleados-apos-show-1.380724,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-08,acritica,Polícia Civil do Amazonas lança site da Delegacia Virtual da Mulher,https://www.acritica.com/policia/policia-civil-do-amazonas-lanca-site-da-delegacia-virtual-da-mulher-1.380622,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-08,acritica,"Polícia prende cinco pessoas e apreende drogas, arma e mais de R$ 1,5 mil",https://www.acritica.com/policia/policia-prende-cinco-pessoas-e-apreende-drogas-arma-e-mais-de-r-1-5-mil-1.380606,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-08,acritica,"Traficante é preso com 65 quilos de skunk avaliados em R$ 1,3 milhões em Manaus",https://www.acritica.com/policia/traficante-e-preso-com-65-quilos-de-skunk-avaliados-em-r-1-3-milh-es-em-manaus-1.380581,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-08,acritica,"Homem é preso em Manaus com 65 kg de maconha, avaliados em mais de R$ 1 milhão",https://www.acritica.com/policia/homem-e-preso-em-manaus-com-65-kg-de-maconha-avaliados-em-mais-de-r-1-milh-o-1.380570,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-08,acritica,Adolescente de 16 anos é apreendido com pistola e revólver na Compensa,https://www.acritica.com/policia/adolescente-de-16-anos-e-apreendido-com-pistola-e-revolver-na-compensa-1.380566,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-08,acritica,Casos de feminicídio aumentam 26% no AM,https://www.acritica.com/policia/casos-de-feminicidio-aumentam-26-no-am-1.380551,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-08-07,acritica,PC prende homem por descumprimento de medida protetiva e dano contra ex-companheira em Humaitá,https://www.acritica.com/policia/pc-prende-homem-por-descumprimento-de-medida-protetiva-e-dano-contra-ex-companheira-em-humaita-1.380533,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
